reviewHeadline,authorJobLocation,reviewDescription,company,compensationAndBenefitsRating,authorJob,cultureAndValuesRating,workLifeBalanceRating,careerOpportunitiesRating,seniorLeadershipRating,reviewDate
Wonderful Work Environment,"Paris, A8","I believed this internship was a life time experience.,I want to learn more about Finance, understand the finance world and be able to analyze but also be a decision maker for the good of my company.",BNP Paribas,5.0,"BANK CASHIER (Ancien employé), ",5.0,4.0,5.0,5.0,30 avril 2015
Management,"Paris, A8",I'am an open minded person ; this quality is important to deal with colleagues and understand quickly what your boss is expecting from you.,BNP Paribas,5.0,"Project Management Officer (Ancien employé), ",5.0,5.0,5.0,5.0,21 avril 2015
Loved working here,"Paris, A8",This is a great Bank that offers many opportunities to move forward and improve. Highly experienced and skilled team! I loved working there.,BNP Paribas,5.0,"Business Banker (Ancien employé), ",5.0,5.0,5.0,5.0,15 avril 2015
"Friendly, productive and efficient workplace","Paris, A8","During this internship, my job has been divided into two main missions. In the first one, I was in charge to participate to the setting up of a box allowing us to control the energetic consumptions of every building belonging to the BNP PARIBAS park and having a surface higher that a 100m². During this project, my role was to make the audits done in branches validated in order to preview how the device would be installed, how to maximise its efficiency, and to coordinate the different participants. Next, I made a study on the maintenance contracts signed by the exteriors services providers. This study had two main points, the first to find tracks to be able to renegotiate the contract, for it to be less expensive for BNP PARIBAS, the other to make a reorganization of the interne tool to make it easier to use.",BNP Paribas,2.0,"Intern (Ancien employé), ",4.0,5.0,5.0,4.0,14 avril 2015
Grande empresa con procesos internos,"Paris, A8","Me gusto mi trabajo alla: tenia una buena relacion con mi manager, pude tomar iniciativas y decisiones, trabajar de manera independente. ,Me gusto encontrar muchas personas (clientes internos).,El menos es que BNP Paribas es una grande empresa, y que los procesos toman mucho tiempo y son complejo.",BNP Paribas,0.0,"Asistante de gerencia de proyecto, (Ancien employé), ",0.0,0.0,0.0,0.0,1 avril 2015
Productive and fun workplace,Paris,I did an internship at BNP Paribas Paris. It was a great experience for a young student. The atmosphere was amazing. The team was young and fun.,BNP Paribas,5.0,"Internship Asset Liability Management and Treasury (Ancien employé), ",4.0,5.0,4.0,4.0,15 mars 2015
Very demanding company with good compensation and benefits,"Paris, France","Before the merger with BNP, Paribas was a very demanding company with underlying social elitism and academic excellence where it was pretty difficult to grow.,The company culture was very urbane and somewhat political. It was a good place to polish one's skills in communication and to learn how to better focus on details.,After the merger, the recognition emphasized more on tangible achievements.",BNP Paribas,5.0,"Sales and Marketing Manager - Commercial Accounts (Ancien employé), ",3.0,5.0,4.0,3.0,30 novembre 2014
Good training,"Paris, A8","Greeting clients and making appointments,Informing customers about products and services offered by the bank,Transferring money from one account to another,Giving checks and credit cards- sales,Filling the cash dispenser- ATM.,Solving problems met by clients in daily life such as loss of credit card, refund, claims,…,The hardest part f the job is that there were a lot of customer all day",BNP Paribas,4.0,"Customer adviser (Ancien employé), ",4.0,4.0,4.0,4.0,1 octobre 2014
Challenging and diversified,Levallois-Perret,"Risk analysts at the Scoring Centre handle several projects simultaneously, work with clients located in different countries and internal bank clients.The team is multi-cultural and very dynamic, innovative methods are welcomed, research and development take an important place in the workflow.,The most enjoyable part of the job is the variety of products, environments and subjects to deal with. The hardest part of it is finding the best possible way of working with faraway clients.",BNP Paribas,0.0,"Risk analyst (Employé actuel), ",0.0,0.0,0.0,0.0,21 mars 2014
GREAT GROUP,"Paris, A8","A strong Culture of ""Risk Management""and ""Business Development"",Good Exposure,Good Culture,Great Environment,Good overall experience",BNP Paribas,4.0,"Head of Learning & Development (Employé actuel), ",5.0,3.0,4.0,4.0,16 février 2014
Dynamic environment,Chartres,"My job at BNP Paribas was enjoyable; welcoming the clients and answering their questions, both face to face and on the phone, was never the same. The managers were responsible and the co-workers attentive and professional. The hardest part of the job was to deal with customers' discontent, for as part of the reception team, I was in the front line. This was also the most enjoyable part of the job: contact with the client.",BNP Paribas,4.0,"Intermittent Reception Employee (Ancien employé), ",3.0,4.0,4.0,4.0,5 février 2014
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
Commercial Internship,"Le Mans, B5","An amazing team and atmosphere.,I have learned how to sell products and services, negociate with customers..",BNP Paribas,0.0,"Account manager (Ancien employé), ",0.0,0.0,0.0,0.0,12 octobre 2013
Operational Risk Analyst (Internship),"Paris, A8","• Actively participated in all aspects of IT and systems-related tasks, including documentation of project needs, analysis/research of needs and possible solutions,• Identified technology and business solutions; gathered, understood and documented and optimized business processes; reviewed process workflow mapping,• Collaboratively built comprehensive business processes including risks, failures and disturbances and worked with project members to give suggestions,• Analyzed sensitive, complex business processes to prevent potential failures,• Classified and mapped risk areas to communicate easily with other departments and updated internal documents,• Analyzed COBIT framework and internal documents to compare two methods of IT Governance,• Wrote report of a detailed methods comparison to provide proof for internal Bank Auditors on significance IT Governance solutions",BNP Paribas,0.0,"Operational Risk Analyst (Internship) (Ancien employé), ",0.0,0.0,0.0,0.0,4 août 2013
first job,France,"My first really job as I graduated. I learned the customer service skill, but I had great co-workers who coached me. Enjoyed helping others and helping my customers find solutions to their problems",BNP Paribas,5.0,"Credit Analyst (Ancien employé), ",3.0,4.0,5.0,3.0,26 juillet 2013
Sales Trader on European markets,"Paris, A8","Sales Trader on European markets for institutional,Set up of daily strategies",BNP Paribas,5.0,"Sales Trader (Ancien employé), ",5.0,5.0,5.0,5.0,18 juin 2013
A very good internship,"Bayonne, France","a typical day at work,what you learned,management,your co-workers,the hardest part of the job,the most enjoyable part of the jo",BNP Paribas,0.0,"July/August Intern (Ancien employé), ",0.0,0.0,0.0,0.0,23 avril 2013
Big insurance company,"Nanterre, 92","Used to be a small company. Now as part ofBNP, it gets bigger with the drawbacks as inertia",BNP Paribas,0.0,"CORPORATE PROJECT MANAGER (Ancien employé), ",0.0,0.0,0.0,0.0,27 mars 2013
Redacting presentation for potential clients and performing valuation analysis,"Paris, A8",I worked directly for the head of the chemicals sector in BNP Paribas Corporate Finance with strong inclusion into the different steps of the negociation and the pitching process,BNP Paribas,0.0,"M&A Intern (Employé actuel), ",0.0,0.0,0.0,0.0,9 février 2013
Fun workplace,"Montreuil, A8","System engineering,To be professional every single day,Nice management,Friendly and professional,not use all my skills,The training session every month",BNP Paribas,3.0,"Production System Engineer (Ancien employé), ",3.0,3.0,3.0,3.0,26 janvier 2013
Very Productive workplace with great professionals and interesting people.,Bordeaux (France),"This job is directly linked to institutional investors and large corporate investors. I was assisting the Global Relationship Manager in his tasks.,My main responsibilities were to:,Allocate to each enterprise a counterparty rating, corresponding to the risk of counterparty default on its business cycle,Evaluate the potential recovery on each credit line in case of default of the counterparty,Risk analysis and draft proposals for new bank loans or renewal of credit records,Familiarization and use of tools dedicated to banking risks,Languages",BNP Paribas,4.0,"Internship (Ancien employé), ",4.0,4.0,4.0,4.0,2 juillet 2012
First real experience,"Elancourt, France","Felt in love with the banking industry;,I was here as an ""intern"" for my Negotiation and Customer Relations diploma. My colleagues and manager were always there to help me as well as guide me.",BNP Paribas,2.0,"Banking Customer Adviser (Ancien employé), ",5.0,5.0,4.0,5.0,29 mars 2012
Fun Work space,"New York, NY",Good work place and lot to learn.Worked as a BA and have worked on various requirements responsible for end to end project implementations,BNP Paribas,5.0,"Business Analyst (Ancien employé), ",4.0,5.0,5.0,5.0,4 mai 2016
ambiente stimolante,"Milano, Lombardia","ambiente strutturato e molto professionale, training formativo importante",BNP Paribas,0.0,"Servizio Cassa (Backup operatore di sportello) (Ancien employé), ",0.0,0.0,0.0,0.0,3 mai 2016
Nice people to work with,London,Busy day at work with a high degree of responsibility given to the individual.  Siloed teams can conflict with firm wide project initiatives.,BNP Paribas,1.0,"Senior Quantitative Developer (Employé actuel), ",3.0,4.0,3.0,2.0,30 avril 2016
Great Experience Overall,"Mumbai, Maharashtra","1. Good exposure,2. Career growth,3. Professional,4. Decent salary,5. Good Co-workers,6. Lot of extra activity for skills development",BNP Paribas,4.0,"Software Engineer (Developer) (Employé actuel), ",4.0,4.0,4.0,4.0,28 avril 2016
"Good work atmosphere, inspiring and talented staff",London,"Great experience in one of europe's leading investment banks. International work environment with highly skilled colleagues who took plenty of time to train me and integrate me in the commodity derivatives business. As an intern I learnt about derivatives, hedging strategies, commodity markets, credit counterparty risk and the credit aspects of deal structuring. I was entirely integrated in the team and felt that my work added value to the business.,Tasks included exposure analysis and VAR simulations, writing business support memos, measuring the profitability of trading lines, defining credit terms in legal documentation, automating reports with VBA, and data analysis.",BNP Paribas,5.0,"Commodity Derivatives - Credit Intern (Ancien employé), ",4.0,4.0,4.0,5.0,27 avril 2016
Introduction to Commercial Property,London,I learnt a great deal about commercial property management. There was great team spirit and team activities. I enjoyed working for private clients who demanded a great level of attention and generally wanted to be closely involved with the management of their property assets,BNP Paribas,2.0,"Commercial Property Manager (Ancien employé), ",0.0,3.0,0.0,0.0,20 avril 2016
great place to work,Istanbul,"although I have needed to change my country, i miss there, great place to work. very great project management experience",BNP Paribas,4.0,"Senior Project Manager (Ancien employé), ",3.0,5.0,4.0,3.0,7 avril 2016
Great company to work for,"Mumbai, Maharashtra",Amazing company to work for. Long working hours but good learning. You will get an opportunity to learn end to end about the business and learn a lot about the financial markets,BNP Paribas,5.0,"Functional Lead (Employé actuel), ",5.0,5.0,5.0,5.0,4 avril 2016
buono,"Milano, Lombardia","ottimo ambiente giovane e dinamico, ideale per chi vuole iniziare con una prima esperienza lavorativa in ambito bancario",BNP Paribas,0.0,"BANCK OFFICE EQUITIES (Ancien employé), ",5.0,5.0,0.0,5.0,2 avril 2016
To pursue my career as an IT Manager or IT Lead or similar,"Montréal, QC",Leading the Canadian Service Desk team consisting of 7 employees and responsible for the support of 600 users in Canada.,BNP Paribas,4.0,"Service Desk Manager (Ancien employé), ",4.0,3.0,3.0,3.0,30 mars 2016
